text,sentiment
@bebo_tonayan Jajajajajajaja esta bueno :) real si creó que ando valiendo madre u.u tú como andas? :),Negative
PLACEBO 'Special Needs': http://t.co/B6LC0CtgUl Bueno con esta por que fue la canción del día y de las que me parte toda la madre :') &lt;3,Neutral
Empezaré a hacerme a la idea de vivir sola.,Negative
@Lacalacazombie Es el chido ? obvi crayoli yo te aparto :3,Positive
"Con todo y los desmadres, la regañada, etc. Yo me la pase poca madre y era lo que importaba todo estuvo chingon de principio a fin :3",Negative
"Sabian que cuando me siento de la mierda me pongo a escuchar el ""AM"" para sentirme peor todavía :v",Negative
"Haber inútil no cualquiera te va a decir ""me avisas cuando llegues"" así que pinches hazlo y ya :v",Negative
De verdad me quiero ir.,Positive
@luizzrivazz jaja buena idea! Vas a tener para escoger mujeres en la EST no como en ESCOM que no sucede eso ni soñando jajaj,Negative
Existen dos personas que me encantaría ver paseándose por el campo mientras práctico tiro con arco.  ??,Negative
@LoadCoaster jajaja vas a ir mañana por mi?,Neutral
"Eres tonto ??. Aquel que no corre vuela. El canto del loco,  Vicentico, Los fabulosos.  ?? http://t.co/FmLPnhMD2q",Negative
"@El_Universal_Mx @IPN_MX Son más de 18 escuelas,  aproximadamente el 90% de las escuelas  se encuentra en paro incluidas vocas y superiores",Negative
Siento como mil insectos en mi panza cuando escucho esta canción ??????Love of lesbian - Los días no vividos (Letra): http://t.co/kJWU9o6IJ5,Positive
"Que falta de respeto y privacidad.  
P R I V A C I D A D",Positive
"@alexarualcaba Me agrada esa voz, mándame whats si? Ya andale ????",Positive
Hoy hace un año chucho benítez.??,Negative
labestiafutbol's photo http://t.co/uQZ6fvLIKV #noerapenal.,Neutral
@rafael_olague mi moto es 2014. Piénsalo.,Negative
Un abuelo es alguien con plata en su cabello y oro en su corazón.,Neutral
@MilenioTam En el DF ya es costumbre ver este panorama en zonas de mayor auge comercial. http://t.co/H2wetcSWmy,Positive
"Yo tan acá extrañadote, tu tan allá extrañandome... Fines de semana que se me harán eternos y este ??",Negative
Maigos quien me recibe en su casa cuando me corran por mi tatuaje? XD,Negative
"Ay creo que ya encontré  a los papás  de mis hijos.  
#YoTengoLaMejorBarbaDeTodoTwitter",Positive
@Neko_X3 y la gran mayoria de las mexicanas modernas :v asco asco!,Negative
Esta es la canción dónde bajan tus labios y me callan en el concierto :3 // LOVE OF LESBIAN - INCENDIOS DE NIEVE: http://t.co/zugh9oT22w,Positive
@alconsumidor @Barbieroja @ElUniversalCtg. Habrá algún día castigo en Mexico para quien mata un árbol así? http://t.co/UrEwlwH3Yr,Neutral
"@jenarovillamil No hay palabras, pero si una profunda indignación y hambre de justicia por cuenta propia ante incapacidad de los mandos.",Negative
@sal_lombrozo @ZuleymaHuidobro La historia de tantas comisiones  investigadoras del legislativo lo dice todo. Es mi opinión personal.,Neutral
"Y por 190208439201 nuestra situación esta de la mierda, pero ahora si neta bye contigo.",Negative
Y más porvenir #sorpresorpre era una comidita y se volvió #comidón #Diosteconserveasí te #adoro ##mamita preciosa http://t.co/FMAOIlZZYV,Positive
La chancla ?????? @ Centró Cultural España http://t.co/1q4D9LwTYd,Neutral
@AXIOKRIA ohh dejemos que las cosas se alineen.,Neutral
No cierto si me gustas fes y así :3,Positive
@Nowhere_Man18 Es más como ponerme a reflexionarlo y no sé pensar un millon de cosas sobre todo por como lo escribe :') deja lo termino xD,Negative
@isabella_conZ yo si bebé de luz hasta el otro semestre no se como le hare pero lo armare para no ir los Viernes xD pedas y antros pues que?,Neutral
Looool tengo dos relicarios y un poco de Vodka. Lololololololololol,Neutral
@Davidkam99 Jajaja ya lo sé *A los muebles de Melanie no les gusta esto* pues yo hare peda podemos vomitar y dormir. Le caeras? :3,Neutral
"Cofcofmecagascofcof -¿Que te pasa? -Nada, es que tengo mucha tos :v",Positive
Se me fue un pinche like en el stalkeo. Ya valio madre :v,Negative
@AtzelMz Si lo dice alguien de la esca...  No cuenta ??,Neutral
La curiosidad mato al gato..,Negative
Siento que morire.??,Positive
Nada mas deprimente que escuchar música solo en archivos de audio/radio/cd's y NO en conciertos. ????,Neutral
"Leí que tienes parecer feliz tienes que tener un balance entre todos tus medios, laboral, familiar, sentimental, amigos, he llegado al punto",Neutral
Terrible death to a tree in Mexico City. Where the hell we go? Neither air neither water to live. http://t.co/6RUBCKXDob,Negative
"Video-cams. Y mando de control C4 de la policia no justifican su inversión de mills. De pesos, robos y asaltos se disparan en DF.",Negative
@JessyLucyy yo no eh comido nada y ya me dio sueño.,Neutral
@JoseCardenas1 Inseguridad no cede y las estrategias de gobierno no dan una.,Negative
El aumento de tarifa en el @STCMetroCDMX NO CUMPLE promesas de mejora a usuarios. Inseguridad y abandono en muchas estaciones.,Negative
http://t.co/90vd1PiSHK La letra de mi vida ??,Positive
"Ya mejor díganle a aquel que me hable,  que deje de lado su orgullo barato.",Positive
"Cosas que odio cuando peleo  con un hombre. 
-Que se quede callado 
-Que me conteste.",Negative
El partido como con mi ex lo di todo y al final perdí.  Jajajajaja no cierto.,Negative
Con lo que amo estar en el hospital. :'(,Positive
@AtzelMz ¬¬,Positive
Mojitos time http://t.co/brbBNLNYJZ,Positive
@Slayermx Jeje no lo se,Positive
"@juanfcocanales  Comparto esta reflexión sobre manipulación y Fútbol, parte de un artículo q escribí hace unos meses. http://t.co/ta7w4UwhUw",Negative
"Hasta Rusia 2018, Gracias totales.",Neutral
Maigos alguien quiere ser roomie conmigo por la FES Acatlan no quiero hacer dos horas de camino :v,Positive
¿Ves por que me emputas? Oshhhh :B :3 :v,Positive
¡Puntos para el barbajan!,Negative
Creó que tuiteare acerca del penal ya que no tengo ingenio para cosas amorosas ahorita :v,Negative
"Me enamora un chingo que un dia me hablen bien bello y tres me ignoren, no sabes. 
-Ninguna mujer pinches nunca y yo menos :v",Negative
Iré a la FES y pues tengo miedo u.u,Negative
Vaya hasta que se arma algo bueno en Twitter... #YoTengoLaMejorBarbaDeTodoTwitter ¡Gracias a todos los que han subido sus fotos! ???????,Neutral
"Ya ves, soy un loco y son más de las tres, 
ya sé que está mal romper ventanas 
para encontrarte y decirte ""no habrá más reproches"". ",Neutral
Lamentablemente una sola cosa y la más importante ahora para mi te hacia diferente del resto y creó que por eso si te extraño :|,Neutral
#BuenosDias #recuerdo @jhski #queverano  @VmonosconLizVeg @CocinayComparte @EddyWarman @saiirene @voxrpmexico http://t.co/mu27HpPXfw,Neutral
Ora resulta,Negative
"@Miguelangel2357 no, no es por eso precisamente, pero si me pone triste el hecho de que no tengo idea de que va a pasar en México.",Negative
Y que unos de mi grupo van en el pasillo quemando y yo asi de loool inviten xD,Negative
"Ya que mi libro que aún no termino esta muy lejos de mí, comenzare otro... http://t.co/PBlikHG4a7",Neutral
@Nowhere_Man18 Ya se no me digas cosas :'( jajaja.,Positive
Si me va a dar algo que seas tú y no la gripa :v,Negative
Si que ya es oficial que vali verga D:,Positive
Me caga que la mayoria de las ofertas de trabajo que suben son para los de Derecho :'( y yo que pinches necesito un trabajo u.u,Negative
Y aquí es donde mi twitter se vuelve a ir a la chingada por que mis maestros creen que vida solo hay una y pues la tarea nunca es suficiente,Negative
@isabella_conZ jajajaja bueno :3 entonces yo te reto a ti :p,Negative
@Neko_X3 Jajaja es neta pero para el siguiente promesa que si voy ;) uh esta perfecto me queda super cerca y asi n.n,Negative
Deberías quedarte por convicción no por compasión.,Neutral
Esto de ser NiNi si me ha estado gustando :v,Neutral
¿Sentirme incompleta sin ti? Ni que fueras un día de mundial sin partido :v,Positive
"¿Qué es un ""ya vete a dormir por que mañana tienes escuela""? :v",Negative
@LaPostModerna Jsjsjs hablamos de la misma persona? :v oh ese amor se formo en las Viris :') jsjsjs. *Tony cant break my heart* :3,Positive
@PapiPeyrotRules Jajaja si noma me daba un chingo de miedo y todo salio chido ;3 Su señora se rifo jaja :p,Negative
@LoadCoaster Si te acuerdas como llegar verdad? Pues ahí mejor no sé a qué hora vaya a llegar exactamente pero si seguro antes de las 12,Neutral
Hace mucho no la pasaba tan bien...,Neutral
"¿Es tan difícil tener un novio de esos que te pagan las tarjetas, y demás  deudas que vayan surgiendo?",Neutral
"Lo que ahoga a alguien no es caerse al río, sino mantenerse sumergido en el.",Neutral
No te sostengo...  Pero tampoco te dejo caer.,Negative
Matemos Juntos La Curiosidad.??,Positive
@bocanegram @SanjuanaMtz Y AÚN hay civiles armados en Michoacan.,Negative
@Citlali_Real @femeny @chikacosmos @Cioccolatosexy @soy_sussie @Chanekytha @NoSoyLilly #FF_Special? mundialista equipo ideal de seguidoras,Positive
@VanDerBeto Tampoco lo creo y más si es acerca de una persona especifica más bien es algo como desenamorarse o así :v no sé...,Positive
"¿No les ha pasado que conocen a la persona ideal,  es simplemente lo mejor,  en la Peor circunstancia? :(",Negative
@bebo_tonayan hechaaa :),Positive
Música feliz por qué me dijeron cosas bonitas y pues nada más :),Neutral
"Lightman  y Foster a mi no me engañan. Se aman,  ojalá cuando acabe la primera temporada lo acepten.",Negative
Un novio que le guste el Fut y el Americano jugar Fifa y Madden. ¿Es mucho pedir? :v,Positive
Saben cuanto me caga ir a Parque  Lindavista...  ¡MUCHO! ??????,Negative
Porque en el universo nadie sabe darme lo que tu me das.,Negative
@dian_i_ta Si y los invitamos a la peda ahora si a los chidos ;B jajaja.,Neutral
Que bueno que ya van a poner semáforos en la avenida de mi escuela.  Porque siempre me estoy matando cuando cruzó esa avenida.,Negative
@AlanEIzqL Jajaja nunca he tenido un novio bajista :v pero te creo :),Positive
Me pasé de pendeja y se paso de ogt. No hay más.,Negative
"Ay en serio si tu no me dices  ""recuperate pronto vale"". Ni pinches ganas de recuperarme me dan.",Negative
Ayer fue un día muy pesado #Bingo http://t.co/IMATaj05Xq,Positive
"A veces no es suficiente con decirte “Te amo”, entonces te lo escribo para que lo leas a cada rato, sonrías y nunca más lo dudes@Sarahi_Grr",Positive
Y como la buena estudiante que soy empezare a preocuparme por mi tarea el Domingo a las 12 de la noche xD,Neutral
@Gigi_maltiempo Jajaja yeeey :B obviamente!,Positive
Quiero regresarme a mi cama y hacerme bolita.,Negative
@isabella_conZ si si vas también xD,Positive
¿Por qué la vida no pasa tan rápido como en las películas? :v Ya quiero mi título :'(,Positive
Creó que esta cool el hecho de que mi mamá ya se dio cuenta que no tengo remedio :v,Positive
*Solo ésta esperando que en el grupo de Facebook digan que grupos elegir *,Neutral
Siempre seras bienvenido a este lugar... A mi lista de obsesiones.,Neutral
Mis RT ??,Positive
Vamos a apostar porque de ti me espero siempre lo peor.,Negative
¿Por qué rezan en Facebook?,Neutral
Oye @Liz_98P ya duérmete porque mañana te tienes que levantar temprano a hacerme el desayuno ??,Neutral
No mamen tampoco se tomen fotos llorando con la playera de la selección.  Ya suficiente tenemos  con la decepción  nacional.,Negative
@mhonividente mhoni hoy es miercoles de sueños que significa soñar que te tomas una foto con tu artista favorito???? Dtb,Positive
¡¡¡Ya deja Spotify que sólo te está  desmadrando más!!!,Neutral
Amaaaaaaaaaaa ya no quiero ser adulta u.u,Negative
@Davidkam99 Jajajaja y te rompes los brazos y así pero lo chido es que neta te sabes controlar y asi n.n jaja tu herida si te pasaste xD,Negative
¡al huevo!  :),Neutral
"Extraño tanto antes de dormir a Juvenal Urbino, Florentino Ariza y Fermina Daza.",Neutral
"Uno ya no puede hablar en buena onda por que luego luego se lo toman bien personal, neta ya nada que ver con muuchas cosas.",Negative
Que onda con estos niños modernos que te contestan cada tres pinches horas. Ash sale bye contigo.,Negative
No mames ... que puta casualidad. -.-,Negative
El cuento del símbolo de las reliquias de la muerte ?,Neutral
Ya quiero armar mi horario para no ir los viernes a la facultad :v,Neutral
Oigans. ¿Por qué para los niños es más fácil olvidar todo?. Quiero ese superpoder :v,Negative
Niños que te cuidan cuando andas chida y no estan de mamones criticones. Si a pinches todo.,Negative
"""@UGGLYTRUTH: Y que paso? http://t.co/7tKSSnm1EH"" así pasa cuando sucede @Gab_Bazan ????",Positive
Eres todo y nada a la vez.,Positive
"Ocupo unos besos, no unos besos, tus putos besos .l.",Negative
"@_PeyriDoherty @Gigi_maltiempo Jsjsjs eso es cuando estas de puto quejumbroso xD que tal ""Peyrofilo"" XD",Negative
Cuando no esperas nada te dan lo mejor. Que ironía :v,Positive
@Neko_X3 Ya mejor me quedo en la UNAM :v jajaja ay hasta yo iria solo por ella la neta :3 xD,Positive
La catafixia para Messi la copa por un pinche balón de oro que la neta ni se merecia :v,Negative
"Goey que pedo hablar del ""misionero"" a esta hora. Jajajajajaja.",Negative
Ahora si en serio se necesita ayuda en la EST #TodosSomosPolitecnico http://t.co/neGkvogRub,Neutral
How long will I love you.  ??,Positive
Duerme 4 hrs.  No morirás en la UAM decían.,Negative
@LoadCoaster Va a ser el niño más guapo del Kinder.  ??,Positive
"NO PUEDES IR POR LA VIDA CORRIGIENDO ERRORES ORTOGRÁFICOS CUANDO TU ESCRIBES DE LA CHINGADA. 
De nada.  ??",Neutral
Error 404 lógica no encontrada.,Negative
All of the stars ?? http://t.co/OMoEtwae4a,Positive
Creo que como estas bizca no vez que sales bizca en fotos gata jajajaja.,Positive
Ahi viene tu Crush actua normal: http://t.co/F2OaEZlkwj,Neutral
"Alguien vaya conmigo a ver ""El llanto del diablo"" plis, osea la produce Slash goeys :B",Positive
@Davidkam99 Jajaja de hecho! Por eso el jardin no era opción ni 18 que tal que te saltabas la reja y pum otro más. No hay de que :*,Neutral
Ando bien riders on the storm :B,Neutral
"Todos deberíamos tener eso que  llaman conciencia limpia,  pero lastima no todos tenemos esa suerte.",Neutral
@Neko_X3 pues si ya casi pasas a ser una quedada o algo :v más después de ver a las del cona a los 15 y ya con hijos o.o,Positive
"""Eres como el cigarro, en la peda te me antojas""",Neutral
Es el más bebé ?,Positive
Quiero un mayordomo como Alfred que se saque las chidas cada vez que tengo dudas existenciales :v,Neutral
@VanDerBeto Sii la tarde pandilla :B,Neutral
"Usted beseme y póngame en el cielo, de todo lo demás me encargó yo. 

@Sarahi_Grr",Neutral
Sabes que ya la superaste cuando ya no hablas mierda de ella al contrario agradeces que fuera parte de tu vida.,Negative
Si todos supieran el sobrenombre que le di a la persona que MEJOR ME CAE morirían de risa conmigo.,Positive
"De la cirugía  me dolió  todo, menos la cirugía.",Neutral
Como cuando ya no te da celos si no más bien mucha lástima.,Positive
"@LittIeMe no pinches inventes??. Estoy traumada y asqueada de por vida, no manches, que puto asco, quiero llorar ??????????",Negative
Yo amo tu foto @LobacomoMiPerra,Neutral
Se acabo el mundial pero todavia me queda la NFL y no se diga de la Eurocopa :B,Positive
@Lacalacazombie que loquillos :o,Positive
@LaPostModerna Nooooo!! :v,Positive
¿Acaso podremos despertar un día sin tener que pelear? .-.,Neutral
Igual y si esta chida pero sabes algo? Jamás te tratara como yo ;),Neutral
@Neko_X3 Si algún día tienes ex y novia.  Jsjsjsjjs. No cierto Neko bebé xD,Positive
Amaaaaaaaaa ya no hay Froot Loops *llora en posición fetal* ¿Para eso pinches trabajo? :v,Negative
"¿Como puede ser uno serio si tiene la mirada más bonita que ha visto encima? :v
Todos los autores dirian que he valido verga :(",Positive
"Tú que sabes de amor si te sientes ""enamorado"" cada 5 minutos. Tseaaa!",Negative
Messi en la final ?,Positive
Spotify y sus 125758 formas de darme en la madre con sus canciones.,Positive
Sé  que ya valió madres cuando me dice Denisse... ??,Positive
"Encontré mi camino, me siento mejor que nunca. Agradezco infinitamente todo lo que me está pasando.",Negative
A veces tienes que sacrificar unas cosas para obtener otras mejores.,Neutral
Sábado ????????.,Positive
Intento mostrarte que lo mío es real.,Negative
Imagine un mundo feliz muy muy lejos de aquí.,Positive
Aquí casual esperando que dejen de echar el chal pa que se pongan a trabajar @Tu_IMSS http://t.co/7GOHAMkzvw,Negative
"Lo bueno: Es lindo
Lo malo: Todavia no llega al ""me gusta""",Neutral
"¿Tantas mentiras en una noche? En serio mi amor. 
Mal, mal, mal.",Negative
"Dos pasos para morir
1. Juega beisbol y subete a pichar cinco entradas
2. Muere de dolor al dia siguiente",Positive
Necesito un ansiolítico ??????,Neutral
@VanDerBeto ño jaja estan en fb xD,Positive
Si que esta bien loca la banda un buen de gente hoy en el cambio de carrera D:,Neutral
"Francia - Nigeria 
Con todo 
0 - 0",Negative
Viernes llega ya ?,Neutral
@irsahe @oscarvaldemar @lidya_ramos @irenesexologa @bedivand2 @Victoriagprado @clubmedMX unas horas más y llegaremos #veranoclubmedMX,Neutral
RT “@Sarahi_Grr: Wait for it soon :3 http://t.co/Gi55ttiRRr”,Neutral
Vámonos al sur.,Neutral
Me siento bien de la verga mandare una carta de 4 hojas que diga lo mismo siempre xD,Negative
¿Qué es lo que esta pasando? Ni yo lo sé pero me gusta mucho :'),Negative
"@marifeersh Tsss seras la encargada de esa area ;) si que hace falta, pues es que si andaba viendo eso para mi cumple pero no sé xD",Positive
Diosito por que soy tan la mamada :v jajaja bueno mientras todo salga bien :3,Negative
Ahhhh se crean es una mamada de película no la soporte completa :v,Negative
Estaba pensando en lo triste que es la sinusitis y faltar a la escuela cuando encontre esto y pues jajajajajajajaja http://t.co/GiHLGAMQwI,Neutral
@LSDeadHors Esto: http://t.co/L2KE4PLDlz,Positive
"Hola muchachos los saludo desde el lado feliz al que he vuelto, donde no me gusta pinches nadie y todo es simple.",Negative
Yo que pensé que no volvería a ver fórmulas y esas cosas :v y ya me amenazaron con cálculo diferencial para 7° :'( http://t.co/9P2Wl4BpZp,Positive
Por que te voy a mandar a la mierda y yo no regreso gente de ahí :v,Negative
Tengo tantas ganas de volver.,Positive
Requiere de mucho coraje. http://t.co/vkpznCw94n,Negative
Alguien debería escuchar a Marwan. Fin http://t.co/0Mj37pnY0k,Neutral
Los sueños eran acertijos inconscientes e importantes que reflejaban el alma.,Neutral
No he podido  dejar de estornudar desde  que me desperté ????,Negative
"@the_joker0891 Ojalá reaccionen rápido,  porque yo voy a ser licenciada y me preocupa,  con mayor razón a los ingenieros.",Negative
De noche fluye mejor...,Positive
Yo dando consejos amorosos. El chiste se cuenta solo.,Neutral
No cierto ya mejor me duermo :p,Neutral
@VanDerBeto Ah pero no pienso en eso solo tuiteaba por tuitear y asi. Ya sabes? :),Negative
"Y mi papá asi de ""Si ya sabes como es pa que la regañas, haber tu chingadera que te hiciste"" jajajajaja xD.",Neutral
¿Por qué jugamos así?,Positive
"-Estoy bien guapo y mamado. ¿Topas?
-Nel, apenas llevo un Tony aguanta culero.",Negative
@itzz_al_pastor Esta bonita me gusta y hay materias chidas y todo :3 hahaha suena un poco mas a los abogados pero no me caen mal :),Positive
K-boom beibis http://t.co/AKViUKFhbQ,Positive
Saber que estas enamorado por qué basta con una mirada para saber lo que esta pensando.,Negative
Me estoy matando poco a poco con mi playlist.,Negative
A esa remembranza del 7 acerca del año 1994 le faltó que en Octubre pasando el mundial nací yo :B,Neutral
De esas veces que no sabes que hacer D:,Negative
#felicidadesmamita #grancomida en @TK #excelentesanfitriones #sorpresademihermana @TITACOSIOFICIAL @isabellalozziav http://t.co/ONF1XCXAER,Positive
Casual estas en trabajando y te sacan a la inauguración. (@ Papa John´s Santa Mónica - @papajohnscdmx) https://t.co/KVRDToPezK,Positive
Hoy abrimos!! (@ Papa John´s Santa Mónica in Estado  de México) https://t.co/Tkfsz7dgxZ,Neutral
Andrea (@ Papa John´s Santa Mónica - @papajohnscdmx in Estado  de México) https://t.co/8BP64XJ3bA,Neutral
@Sarahi_Grr Buenos días Mi Amooor. :3,Positive
@ursusinme @argandar mejor que lo que hay ahorita si,Negative
@Cafarello @bitalicious ya somos dos,Positive
Yo y CU #VanMejorJuntos  :'(,Positive
En materia de hombres soy toda una experta en repetir mis errores .-.,Neutral
Ando bien chida la música hoy suena maravillosa ?,Positive
Si me pagaran por cada vez que me dejas en visto ya no tendria que ir el otro Lunes a la escuela .-.,Neutral
Nos dan hasta el Martes para subir al Fb la tarea mis compañeros la suben desde el Viernes. No sé como sentirme al respecto :v,Negative
Ya por qué cada 8 días sale plan y aveces me muere ahí mi madre cree que vivo en la calle. Tseaa!!!,Positive
Tengo un chingo de tarea y examenes como para andar pensando en ti.,Negative
Tengo una pinche comezon de mierdaaaaaaa :v,Negative
@Davidkam99 Jajaja ya se dieron cuenta :B Si más te vale ehhh!!! Pues el 11 de Julio es la fecha tentadora :B,Positive
@isabella_conZ ¿Namames que es esto? :o,Positive
Ya me acordé por que la vida es más fácil cuando no te gusta nadie.,Negative
@Davidkam99 Jajaja ya somos dos así no estaria tan aburrida en este instante :v lel si que se te da bastante eso :p,Neutral
Hoy hice dos amiguitas *u* jajajaja.,Neutral
Me gusta mucho conocer gente con la que puedes platicar padre de cualquier cosa.,Neutral
"Lo único que puedo decir de ""Sinsajo"" es: Marx.",Negative
Tú y yo estamos destinados a ser recuerdos.,Neutral
@Nowhere_Man18 Jajaja no sé por que me gusta más el bullying en ask xD va y nos vamos derechito a Copilco. #Kemosión.,Neutral
Tal vez necesito más valor o menos intensidad o sacarlo todo o dejar de pensar o concentrarme en mi tarea. No sé todo es un dilema :v,Positive
Que ya sea viernes por favor!!!!,Positive
... Dime que me llevas en la mente y en las ganas.,Neutral
Amando a Jorge Bucay desde hace dos años. ??,Positive
"""No hablaré de ti porque una palabra no alcanzaría, y dos sería dedicarte demasiado"".",Positive
¿Cuando voy a tener mi piel como antes?  ¿Cuándo? ??????,Negative
"Ahora si, pa #Querétaro ????????",Neutral
"@guztavo_ae jajajaja culey tú, lo sé y también karma ahi te encargo ;B jajaja cámara pseudo torpe turbo puto jajajaja.",Negative
Siendo linda con alguien porque se me da la gana.,Neutral
"Si ibas a regresar para ser el mismo del que me aleje, mejor ni hubieras regresado.",Negative
@isabella_conZ Jajaja pero yo las amo ?.,Positive
A nada te acostumbres para que nada te haga falta.,Positive
¿Saben que me caga de la pomada esta? Que la estoy embarrando en toda mi pinche ropa :v,Negative
Ojalá el Karma chingue quedito a esas personas que ilusionan y luego mandan a la verga. Digo...,Negative
Esto se va poner bueno y de seguro los ticos van aplicar la que le hicieron a México echarse pa'tras,Negative
O ni llegues jajajaja.,Positive
@Davidkam99 Jajajajaja mis muebles salieron intactos y eso que hoy el show no sería tuyo xD ya eres bienvenido siempre :),Neutral
A la mierda tú y tus chingaderas. Neta a la mierda.,Negative
"Es su ""amiga"" pero cada peda que puede habla mierda de ella. Asi no chavos :v",Negative
@Neko_X3 Jajaja ains perdoname amiguito :v vamos en la semana por algo va? :),Positive
"No basta con quererte, sino te lo hago saber no cuenta.",Negative
Lo que pasa es que ando muy concentrada en el mundial por eso no puedo tener novio :v,Negative
"Rizos o Lacio? Falda o Pantalón? :v 
No sé y me tengo que ver ""Formal"" :c",Positive
@Sarahi_Grr por cumplir un día más siendo el motivo de esto... http://t.co/gfR8FtMFUt,Neutral
Típico que no sabes nada de fútbol y comentas solo por convivir http://t.co/esOXaiQahH,Positive
Tengo tarea y todavía ni empiezo :'(,Negative
@_PeyriDoherty Yo tampoco :'( hagamonos preguntas xD jajajaja.,Positive
@_PeyriDoherty las comas quitan letras por eso no pinches quiero ponerlas señorito mandilon-nini xD,Negative
"James en el Madrid, maldita sea mi suerte! :v",Positive
@Nowhere_Man18 Jajajaja te pasaste con eso xD uno nunca sabe lo que dice hasta que lo ve en screenshot xD,Positive
Que buen día?,Positive
@fuckyeahrawwwr Si oye :B jajaja ya lo sé pero igual siento raro :v,Positive
@Nowhere_Man18 Sería una lástima que alguien no quiera que yo duerma hoy :'(,Neutral
"Algo esta mal si cada vez que te sientes triste terminas viendo ""La naranja mecánica"" :v",Positive
@isabella_conZ Jajajaja ño ;'( dime que pedo!,Negative
"@PapiPeyrotRules @Gigi_maltiempo Aprendimos del mejor, PapiPeyri :3 hahhaha",Neutral
"@Davidkam99 shii eso creo :3 Va estaria bien cool si para morir mil vomitar y dormir, ojalá que si y aunque no vas a ir dije xD",Positive
Tengo más moretones en todo el cuerpo que metas en la vida D:,Positive
No puedo con tanto ya empiecen los penales que me hago pipi :v,Neutral
Pues si vali poquita verga porque siento maripositas y no esta chido por qué ya se que no deberia pero es que osh.,Negative
Como hay gente culera de verdad :v,Negative
"Ando gay, reflexiva y revolucionaria mal combo para esta noche. Mejor más Paté de Fuá hasta quedarme dormida o algo.",Positive
Siento esa ilusión que pensé había perdido.  ??,Positive
Las segundas oportunidades no siempre son fáciles... El pasado solo me atormenta.,Negative
@uurcherrybomb Crisis existencial,Neutral
Yo sé  que cuando lea mi mensaje se va a enamorar más  de mi. ??,Positive
El análisis no es como un antibiótico para el alma; no erradica la desesperación infecciosa que incapacita a algunas personas.,Negative
@AleeAndraadee Yo igual.??,Positive
Un domingo cualquiera... http://t.co/v79efxKitB,Negative
@VanDerBeto un infinito jajaja no cierto unas letras y asi :),Negative
@SoyNovioDeTodas Yo ya sabía que te llamas Eduardo y tienes 27... ¡Puntos para mi!,Positive
¿Para qué pinche madre tuve que leer esas conversaciones? :v,Negative
Tengo más mirada de amor hacia mi tatuaje que todas las que tuve con mis novios de la vida jajaja.,Positive
"Mi 11:11 no sirvio para ni puta madre, pero al menos si mejoraste las cosas y eso ya es mucho.",Negative
Ya vi todos los capitulos de mil maneras de morir y resulta que soy la única idiota que se muere por ti.,Positive
Tal vez ya me estoy volviendo asexuada o algo por que neta no me gusta nadie :v,Positive
Voy a ver la Isla por qué NiNi.,Positive
"Ya vi como un millon de veces ""10 cosas que odio de ti"" :v",Negative
Entonces tú definitivamente pues no :v no se si reir o llorar.,Positive
Antes de que mi papá  se arrepienta confirmen mi asistencia  esos días.,Neutral
Hermosamente Complicada.,Positive
"Soy la clase de novia que te llevara a ver ""El llanto del diablo"" y no ""Bajo la misma estrella"". ¿Qué más pinches quieres? :B",Negative
¿Qué tan jodida estoy si la mitad del día pienso en su sonrisa? :v Sean serios.,Neutral
Neta ya aveces no puedo más :v,Negative
Yo no tengo la culpa de nada.,Negative
"De ti podría decir que lo quiero todo, oírte en todos los lenguajes y sentirte en el único que es silencioso, el de la piel.

@Sarahi_Grr",Neutral
Prometo ya no saltarme los torniquetes del metro por que #TeQuieroMéxicoEnPaz  jajaja,Neutral
Aveces tu crees que el no quiere ser  tu novio pero lo que necesitas es darle más toloache.,Positive
@Nowhere_Man18 De hecho si ;B,Positive
"@Nowhere_Man18 *u* te las sabes todas, no solo las rolitas xD",Positive
@Nowhere_Man18 Ya extrañaba el beffe bullying xD,Negative
Me duele hasta el estómago.  Diganle que lo requiero aquí nada más tantito.,Negative
No hay pedo igual tengo un chingo de tarea y mañana tengo que irme tempra y así.,Negative
Que buen cumpleaños &lt;3,Positive
@Nowhere_Man18 Jajajaja obvio no yo ni se que es eso :],Positive
@bebo_tonayan Ah que hora sales? Si marcame :),Negative
Good Times Bad Times - Led Zeppelin (Studio Versi…: http://t.co/BqlaDRigQ7 Con esta me despido bebes seguidores de luz :3 #Godinezmil :(,Negative
@Nowhere_Man18 @Gigi_maltiempo Tal vez era Yisus en modo chofer cuidandonos la peda jajaja.,Neutral
Hoy :) ando :) bien :) feliz :),Positive
Ojalá no nada más entendieras la parte en la que jugamos bonito si no donde también te quiero a mi lado.,Positive
@_PeyriDoherty Jajajajaja es que ayer morí xD,Positive
@rogerbaudelaire y es horrible y más cuando venimos de las viris :'(,Negative
@LSDeadHors Si de hecho es que su gel sale muy caro por eso nos la deja ir :( y no va a renunciar asi que ya veremos...,Negative
"Créeme que igual me encantaría tener una máquina del tiempo, pero se que hay cosas que jamás vuelven a ser iguales :v",Neutral
Aveces me pregunto quien puede estar haciendo preguntas tan pendejas a esta hora luego recuerdo que las respondo y se me pasa :v,Negative
Tal vez el Sábado en la mañana que llegue mis cosas ya esten en la calle pero mñeh!,Neutral
"Que sea bien culero y me hable cuando quiera, no por que neta ahí voy siempre de pendeja a enamorarme.",Negative
